Genotype	X.1060..pyruvic.acid..6.714	X.971..oxalic.acid..7.883	X.6287..L.valine.2..9.151	X.700..ethanolamine..9.879	X.6106..L.leucine.2..9.945	X.938..nicotinic.acid..10.27	X.791..DL.isoleucine.2..10.225	X.444266..maleic.acid..10.323	X.439194..glyceric.acid..10.735	X.444972..fumaric.acid..10.94	X.439742..beta.cyano.L.alanine..11.288	X.6288..L.threonine.2..11.464	X.239..Beta..alanine..1..12.044	X.12647..L.homoserine.2..12.359	X.5960..aspartic.acid.2..13.207	X.5810..trans.4.hydroxy.L.proline.2..13.267	X.119..gamma.aminobutyric.acid..GABA...13.326	X.5460407..threonic.acid..13.652	X.1001..phenethylamine..13.742	X.51..alpha.ketoglutaric.acid..13.859	X.738..L.glutamine.2..14.083	X.236..L.asparagine.2..14.984	X.2724705..1.6.anhydro.glucose..15.326	X.6912..xylitol..15.376	X.827..ribitol..15.66	X.754..glycerol.1.phosphate..16.056	X.439183..3.phosphoglyceric.acid..16.504	X.6262..L.ornithine.2..16.632	X.9750..citrulline.2..16.691	X.835..dehydroascorbic.acid..1..16.863	X.204..allantoin.1..17.293	X.448388..D.allose.1..17.278	X.5962..L.lysine.2..17.643	X.637542..4.hydroxycinnamic.acid..17.854	X.6057..tyrosine.2..17.871	X.128869..galactonic.acid.2..18.504	X.5460673..D.saccharic.acid..18.614	X.3037582..mucic.acid..18.907	X.1549111..caffeic.acid..19.755	X.5280450..linoleic.acid..20.399	X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65	X.439958..D.glucose.6.phosphate.1..21.394	X.60961..adenosine..23.825	X.5460935..turanose.1..24.81	X.6255..maltose.1..24.702	X.6255..maltose..2..24.915	X.642609..trans.caftaric.acid.2..25.529	X.6537496..chlorogenic.acid.1..26.37	X.439451..galactinol.2..26.479	X.2116..alpha.tocophereol..27.379	X.6537496..chlorogenic.acid.2..27.18._alt	X.5321515..stigmasterol..28.442	X.5321342..beta.sitosterol..28.848	X.439242..Raffinose..29.282	X.750..glycine..10.456..s100	X.5951..L.serine.2..11.174..s100	X.92824..D.malic.acid..12.794..s100	X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	X.444212..trans.aconitic.acid..15.842..s100	X.8742..shikimic.acid..16.433..s100	X.311..citric.acid..16.615..s100	X.6508..quinic.acid..17.076..s100	X.5984..fructose.1..17.18..s100	X.892..myo.inositol..19.354..s100	X.5988..Sucrose..23.988..s100	X.6537496..chlorogenic.acid.2..27.18..s100
NC358	0.003485056	0.000215226	0.006278672	0.010931321	0.002358066	0.001171149	0.002223987	5.26E-05	0.012023161	0.006158878	0.000317949	0.007834989	0.001222363	0.000771934	0.068976067	0.003213103	0.006325677	0.014852046	9.15E-05	0.003635376	0.000234787	0.000877206	0.000654452	0.001399476	0.018214936	0.010294829	0.003029826	0.002106801	0.000939267	0.000609225	0.007970846	0.000584626	0.000450132	0.002755858	0.009503868	0.000464595	0.001170735	0.005682724	0.011003814	0.000269403	0.000281555	0.008969506	0.000123647	0.000915201	0.002155999	NA	0.004150888	0.000842175	0.01351629	0.000547876	0.000784441	0.00133943	0.001552819	0.005143858	0.044721193	0.029276213	0.013454074	0.006999086	0.025887963	0.017417337	0.019686476	0.021195113	0.036924508	0.026982343	0.470459776	NA
NC360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC362	0.006289448	0.000219667	0.008885879	0.008656073	0.010314029	0.000104764	0.013843103	1.84E-05	0.006973574	0.001467542	0.006029536	0.020451328	0.010703965	0.002589073	0.056998243	0.000670218	0.017554694	0.006313855	0.00480526	0.004917696	0.000530234	0.040085949	0.000660257	0.005078139	0.01934236	0.020180423	0.004062897	0.002330417	0.000950544	0.000580305	0.017390841	0.000644464	0.000806657	0.002176256	0.010380073	NA	0.000245151	0.001426534	0.005832078	0.000531894	0.000125402	0.021964096	0.000124415	0.001787755	0.003187953	0.004148817	8.08E-05	0.000209123	0.032262511	0.001137324	0.009158803	0.00089316	0.003487483	0.023938452	0.170423328	0.125730235	0.016218201	0.009460617	0.012271381	0.0552408	0.022515486	0.028670764	0.080189996	0.036677032	0.502441055	0.000700242
NC364	0.005420725	0.000169068	0.004105998	0.003553059	0.000717849	0.000537769	0.000662504	0.000133445	0.012871552	0.010755876	7.27E-05	0.004788168	0.002708958	0.000959117	0.071653342	0.000629691	0.001799566	0.007211245	0.001092618	0.003666951	0.000180923	0.000631264	0.001932393	0.002086065	0.020366599	0.008199916	0.003313252	0.00259265	0.001628139	0.002058983	0.002483253	0.00061188	0.000482031	0.001323604	0.01203925	0.00040556	0.000185306	0.003899791	0.009550097	0.001093461	0.000266272	0.012486051	5.61E-05	0.001403671	0.002596077	0.002552757	0.000110577	0.000117263	0.00400621	0.000611767	0.004396655	0.000680597	0.001955992	0.00625151	0.072859613	0.058214157	0.045284486	0.007019123	0.021046228	0.064431094	0.025174141	0.076831545	0.055038839	0.047317804	0.828451515	0.006177943
NC366	0.00556214	0.000386311	0.025132454	0.007190794	0.009540028	0.001064422	0.009675884	2.16E-06	0.004874546	0.01410619	0.015575169	0.016648894	0.007490683	0.002364514	0.054981667	0.000105476	0.019576561	0.008301909	0.003263779	0.003342695	0.000689167	0.056070492	0.000487338	0.001823292	0.018621974	0.038953495	0.008592496	0.009928226	0.003833853	0.000886816	0.004546973	0.000842909	0.001844324	0.006243802	0.027599568	0.000276745	0.001138709	0.004096441	0.00341051	0.001025728	0.000187763	0.021492566	0.001663348	0.003231826	0.003427813	0.004549984	NA	0.000503741	0.024498699	0.001701593	0.015640333	0.001082938	0.00610489	0.030200875	0.168884394	0.143178087	0.01792877	0.010959972	0.008024359	0.026368001	0.01201028	0.042169896	0.085647426	0.049711113	0.61891543	0.004406045
NC368	0.017295875	0.000299062	0.004474165	0.006233906	0.002354224	0.000425304	0.002277592	2.38E-06	0.009967323	0.002604749	0.000284594	0.00624534	0.002389507	0.000727866	0.065494699	0.001487701	0.01350594	0.005366729	0.005249401	0.006834223	0.000209035	0.000994399	0.00215359	NA	0.019920319	0.018218169	0.006767718	0.002422176	0.001089559	0.001319736	0.023006376	0.000329444	0.000388762	0.004263216	0.011892836	0.000205908	0.000594483	0.005256028	0.014229139	0.000980865	0.000133243	0.01447537	0.000432305	0.001872076	0.002478973	0.005449989	NA	0.000118869	0.000971857	0.001347971	0.001443411	0.000943715	0.005119425	0.000516311	0.115287803	0.028710819	0.018564515	0.007101302	0.011085366	0.027827324	0.016186301	0.032789345	0.03247262	0.021542838	0.645318308	0.002617146
ND246	0.006016223	0.000286858	0.008522056	0.002037287	0.001742486	0.000452501	0.002121062	4.76E-05	0.021638704	0.008310236	0.00016898	0.008286989	0.004563295	0.002772515	0.07264898	0.000388213	0.003558791	0.008564897	9.27E-05	0.007006853	0.000483903	0.001451286	0.001038343	0.001854698	0.019493177	0.004463475	0.005467927	0.002866669	0.000854112	0.003757584	0.002947107	0.001021132	0.000379688	0.001028493	0.012538114	0.001089762	0.001208752	0.000345055	0.006804777	0.000346167	0.000135406	0.015821274	0.000222782	0.002433443	0.003033795	0.001261654	0.000238615	0.000486445	0.012340062	NA	0.031741204	NA	NA	0.016473098	0.080690599	0.082567125	0.035412921	0.01015309	0.044899537	0.038537312	0.035242757	0.00932118	0.162629064	0.043675305	0.931016651	0.002888053
OH7B	0.015105793	0.000285886	0.017463367	0.013491861	0.009068227	0.000836124	0.00665489	6.04E-05	0.009173209	0.003399865	0.003923269	0.01890595	0.007965657	0.000896403	0.064173389	0.000414429	0.0041314	0.003262682	6.44E-05	0.013149165	0.001246299	0.014979932	0.000990913	0.001913954	0.018656716	0.024844424	0.004047362	0.00422964	0.002069791	0.004136701	0.008446387	0.000662223	0.000929652	0.000503834	0.028953047	0.000557634	NA	0.002369421	0.008250691	0.000950596	6.87E-05	0.012162572	0.000484134	NA	0.003569577	0.00265956	0.000210945	0.000442507	0.027153238	0.002473682	0.04484712	0.000834356	0.00508265	0.012897575	0.168016392	0.097886843	0.012660293	NA	0.002002339	0.028875003	0.010652657	0.052865994	0.046339851	0.039347555	1.238886487	0.002155958
Oh40B	0.006052345	0.000185588	0.017902386	NA	0.005875832	5.69E-05	0.00877599	1.59E-05	0.008039509	0.006137957	0.001255973	0.016222044	0.005867533	0.001578957	0.091208916	0.000306289	0.01143004	0.007857561	0.001187785	0.00459074	0.000399326	0.01082911	0.000717845	NA	0.019230769	0.012800598	0.002983634	0.001938146	0.000513037	0.00181269	0.007334866	0.00032575	0.000502263	0.001439717	0.030166408	0.000446645	0.000147636	0.002875649	0.00885704	0.000999236	0.001604291	0.017414197	0.000117303	NA	0.002720199	0.001513923	0.000193936	0.000375399	0.007115935	0.001611619	0.009791825	0.000471057	0.003676096	0.005490921	0.143747584	0.070105774	0.023566258	0.007928629	0.01187757	0.027910532	0.015672769	0.060319078	0.062620796	0.031595917	0.976275609	0.0010674
Oh43	0.009167882	0.000285481	0.008548181	0.010331335	0.003159507	0.000253217	0.00299324	3.41E-05	0.014404183	0.007138879	0.000104898	0.010077854	0.003849579	0.001972212	0.064379234	0.000969237	0.003147086	0.00665455	0.001322931	0.006723289	0.000420433	0.000515277	0.001621413	0.001161927	0.018552876	0.003847105	0.005755894	0.001751153	0.000592437	0.000725809	0.003664153	0.000622385	0.000282534	0.002488647	0.011274414	0.000410064	0.000956289	0.00144925	0.011960432	0.000256112	6.66E-05	0.019460743	0.000164794	0.002653494	0.003168034	0.004226168	0.000949868	0.002306589	0.007047666	NA	0.004459596	NA	NA	0.01681767	1.001855288	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.849103278	NA
Oh43E	0.008579392	0.00043502	0.0155361	0.014201547	0.003394468	0.000678475	0.004249208	1.80E-06	0.013107541	0.004269568	0.001392551	0.019274197	0.009087652	0.001353401	0.072617738	0.001289119	0.004847229	0.006464387	0.001634029	0.008627967	0.000217161	0.014127201	0.001670096	0.001715122	0.01984127	0.026935092	0.005567588	0.002203836	0.000262652	0.003256132	0.012068624	0.001244675	0.000442349	0.001547583	0.01540393	0.000241652	0.00129738	0.003335597	0.010270373	0.001704069	0.000311169	0.016721612	0.000171204	0.00399691	0.00346288	0.006054382	0.000963058	0.001277834	0.014118359	0.003060961	0.037643974	0.001042465	0.006188937	0.013815975	0.173488483	0.109942463	0.017676879	0.008400043	0.017805639	0.054422469	0.025469912	0.104736889	0.126147802	0.070468391	0.820972394	0.006836531
Oh603	0.007049002	0.000390579	0.025846188	0.005990024	0.011680883	0.000350651	0.01327021	1.45E-05	0.010246373	0.003935882	0.004942241	0.028007651	0.01152457	0.007826262	0.07902737	0.001474619	0.04843083	0.004950988	0.000662643	0.007409079	0.002393145	0.029644838	0.002077619	NA	0.01814882	0.011455047	0.004628256	0.008536084	0.003108451	0.00063835	0.013190444	0.000785509	0.003006207	0.001403736	0.010857848	0.000339185	0.001934857	0.005600125	0.009113341	7.82E-05	0.000146161	0.013808582	0.000435356	0.002087272	0.002571122	0.005900198	0.00177247	0.00159889	0.008245892	2.52E-05	0.008797044	NA	NA	0.010171503	0.358502061	0.190333738	0.023493535	0.02863194	0.024222067	0.018761303	0.015750468	0.001450616	0.059778281	0.063175947	0.599542895	0.044704767
Os420	0.007370135	0.000254539	0.004132009	0.002091844	0.001020654	0.000658046	0.001037428	9.29E-05	0.0227374	0.004447221	5.27E-05	0.004506965	0.002948825	0.001173548	0.0827858	0.00038552	0.004540442	0.005818775	2.98E-05	0.006245838	0.000226558	0.000434058	0.000850628	0.00065355	0.023474178	0.011263594	0.005734191	0.00247508	0.001131006	0.00112601	0.002176714	0.00072757	0.000390945	0.001783057	0.009494956	0.000739776	0.000651622	0.002823054	0.003228632	0.000997955	7.62E-05	0.012026069	7.42E-05	0.001369128	0.002586218	0.000868901	0.000381237	0.001886842	0.00352193	0.001166625	0.026038839	0.000680103	0.004585768	0.006021564	0.068094798	0.044912435	0.032153992	0.006698183	0.033742011	0.031176749	0.027430653	0.011109347	0.047321609	0.032181137	0.521046681	0.00946025
P39Goodman-Buckler	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pa91	0.017294598	0.000437482	0.025935785	0.007412261	0.002600928	0.001066285	0.005782788	3.17E-05	0.015059051	0.008257741	0.001383259	0.019636875	0.009497925	0.002428369	0.072137569	0.001016967	0.040592574	0.012131285	0.001503605	0.015461313	0.000962127	0.030628434	0.001960707	0.003237879	0.020408163	0.01903986	0.008143024	0.003420784	0.001223619	0.003156504	0.011112817	0.00191348	0.001794902	0.00292128	0.01212571	0.000673028	0.0047105	0.004815729	0.020272378	0.000788603	0.00102935	0.023204218	0.001725161	NA	0.001928329	0.015763975	0.001129218	0.00901729	0.017445285	1.44E-05	0.049070154	NA	NA	0.03529369	0.146785811	0.136683522	0.019285687	0.015230465	0.013975933	0.062754139	0.027671246	0.0605422	0.185038049	0.106684788	3.319922307	0.000489708
Pa762	0.02149528	2.45E-05	0.020439964	0.006953806	0.004729645	0.001123999	0.004882431	2.95E-05	0.01218795	0.003387945	0.008710253	0.022922848	0.011785387	0.002854725	0.069727634	0.001826247	0.008556584	0.004407183	0.006842748	0.01270422	0.000703603	0.050996503	0.001696121	0.00289251	0.019267823	0.006157626	0.004101906	0.001700476	0.00091383	0.003031406	0.027861544	0.000929897	0.000726379	0.001490955	0.02409499	0.000423574	0.000423397	0.00104843	0.01011069	0.000381846	0.000171913	0.016174502	0.000222469	0.001710187	0.003407838	0.003802161	0.001460468	0.000934311	0.042909105	2.01E-05	0.004886492	NA	NA	0.059206966	0.446301843	0.265342976	0.0174298	0.021239377	0.004744299	0.034136958	0.028434374	0.045769916	0.143326523	0.070316164	1.118287779	0.004799282
Pa875	0.006331817	0.000240124	0.013346561	0.011857011	0.017024141	0.001154302	0.018496772	3.88E-05	0.011698846	0.001938253	0.033813765	0.027536701	0.017142228	0.004941535	0.058763854	0.000600286	0.023479896	0.003777725	0.001300278	0.005051529	0.001084386	0.077600505	0.000921735	0.002799286	0.019880716	0.028342397	0.008291717	0.017319506	0.006787882	0.001019881	0.038962805	0.001051378	0.006150834	0.002349852	0.013814815	0.000381663	0.002346488	0.003604153	0.011746774	0.000891019	0.000268256	0.025664464	0.000696823	0.003108352	0.002191248	0.005250259	0.002592609	0.000151388	0.024642145	0.003116884	0.010934886	0.000985752	0.00507264	0.02102044	0.248739077	0.319676795	0.010311124	0.011953999	0.007709371	0.013264465	0.019759258	0.002972519	0.045981347	0.061860349	0.486374358	NA
Pa880	0.005980108	0.000126036	0.042734596	0.0092598	0.007997784	NA	0.009823365	2.12E-05	0.016105117	0.002893397	0.024626077	0.02471543	0.015626536	0.002869772	0.084592475	0.000954617	0.024699164	0.008561127	0.006676015	0.003239027	0.000808941	0.088840008	0.003483684	NA	0.018975332	0.031050352	0.008797319	0.006421731	0.00229553	0.001327192	0.021699428	0.001046793	0.001044746	0.003625156	0.032516526	0.000618615	0.001494003	0.005363042	0.002482813	0.001457432	0.000339765	0.032390822	0.000325601	0.002360706	0.004375063	0.005545844	NA	0.000559083	0.038132414	0.001602666	0.008469671	0.001576773	0.005630771	0.042432508	0.429451196	0.235194383	0.017510155	0.01510932	0.006858058	0.060056849	0.021227078	0.156136497	0.080615601	0.059080064	1.537603391	0.006904327
R4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R109B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R168	0.008932137	0.000293262	0.016797466	0.003568937	0.005084396	NA	0.004481933	2.91E-06	0.01510525	0.001948272	0.001069817	0.012320418	0.002868621	0.002065369	0.058011097	0.000594963	0.014520798	0.008111762	0.001190567	0.006075902	0.000531109	0.006603754	0.001481362	0.005704673	0.018416206	0.025242954	0.005832726	0.00425815	0.001644499	0.00155543	0.0062307	0.00102585	0.000512604	0.001776548	0.019516125	7.24E-05	0.000150653	0.009285996	0.010999579	0.000716057	0.000143843	0.016437241	4.20E-05	0.003432495	0.002669264	0.00389151	0.000844702	0.000442632	0.004700535	0.000721633	0.048139169	0.00094369	0.003664273	0.007915958	0.183614838	0.128208366	0.068245199	0.015248619	0.021099711	0.080463036	0.02335175	0.137900552	0.150581426	0.068213628	1.239431728	0.009302815
R177	0.019701917	0.000221619	0.010604864	0.005833301	0.003802299	0.001095856	0.00340192	4.88E-05	0.012332546	0.007357037	0.001002672	0.012159457	0.003582712	0.000819045	0.062911026	0.000963735	0.021172634	0.008898257	0.002465734	0.009398294	0.000217839	0.004759088	0.001001727	NA	0.020120724	0.028324166	0.002139402	0.006440272	0.002129431	0.002164777	0.006051376	0.000540722	0.000436197	0.004007521	0.015080904	0.000383793	0.001143204	0.005137068	0.019172583	0.001119341	0.000106604	0.016710771	0.000279504	0.002719391	0.00541766	0.003667769	0.000574886	0.000354023	0.013156222	0.001438632	0.036911212	0.00109165	0.006746617	0.021160301	0.064161439	0.065327258	0.022931708	0.007864836	0.013918807	0.030518405	0.017410344	0.085347378	0.110782341	0.062741153	0.728689786	0.003012191
R229	0.006581231	0.000215129	0.018224957	0.004369254	0.004926206	NA	0.005006818	1.80E-05	0.006138078	0.005251038	0.002635084	0.013337071	0.003634211	0.002485471	0.066693301	0.00063738	0.021250818	0.004949063	0.005496847	0.005081502	0.001438674	0.013246558	0.001136699	0.002240273	0.020833333	0.005618163	0.004020159	0.001768335	0.000876467	0.002632823	0.008177952	0.001142627	0.000918759	0.00177249	0.023277674	0.000403	0.000863571	0.002605931	0.009210631	0.000852387	0.000125777	0.015115368	0.000173998	0.00039316	0.004553825	0.002879121	0.000575714	0.000450243	0.022647383	NA	0.009982406	NA	NA	0.008949299	0.203746318	0.125490918	0.01782646	0.014873282	0.007340758	0.033351743	0.017312531	0.038406664	0.068137887	0.040999325	1.318705511	0.010508714
SA24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SC55	0.003635437	0.000230754	0.00581265	NA	0.002919813	0.000626678	0.003220011	1.86E-05	0.014004311	0.005372376	0.003806002	0.008458993	0.001300576	0.002933177	0.096159003	0.000395182	0.001745701	0.00510747	7.24E-05	0.003774622	0.000171902	0.03221639	0.002104799	NA	0.02	0.021128872	0.004720851	0.00290145	0.000722009	0.001250981	0.026580988	0.000646427	0.001125308	0.004652793	0.017207988	0.000574806	0.001989225	0.00311676	0.013172518	0.001190248	0.00012785	0.024279736	4.19E-05	0.001650766	0.002397919	0.001884291	0.000635835	NA	0.017464034	0.000599109	0.002354461	0.000711862	0.004944873	0.008652674	0.057948718	0.040201671	0.020829732	NA	0.009207721	0.013932584	0.016369922	0.002546816	0.023347738	0.036202823	0.504263901	0.000293863
SC213R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SC357	0.007964114	0.000247294	0.011005597	0.004373469	0.003759037	0.00074465	0.00329399	2.81E-05	0.008820845	0.004028106	0.000490297	0.012182387	0.005029118	0.002698237	0.085850794	0.00047531	0.000834086	0.01223506	0.000141512	0.006551271	0.001170708	0.002191323	0.00211959	NA	0.01814882	0.015030499	0.008527611	0.001400136	0.000721789	0.001454764	0.001175649	0.000762407	0.000462712	0.001225933	0.01422541	0.001127429	0.000871447	0.006246526	0.006999158	0.001177984	0.000194892	0.021410174	0.000579788	0.000653422	0.003422687	NA	0.003666397	0.000202277	0.040717702	0.001227291	0.013590016	0.000391412	0.001764125	0.057936972	0.066304754	0.03827153	0.024718484	0.018632324	0.016409205	0.02151839	0.022530258	0.030545447	0.099332516	0.086945859	0.946320664	0.005458104
SD40	0.010309242	0.000246068	0.025319211	0.006728975	0.003543604	0.002282432	0.005590537	2.89E-05	0.02119778	0.008071643	0.003583971	0.011664439	0.011210274	0.00495976	0.06592758	0.000393915	0.013709084	0.006098471	0.000180588	0.00874186	0.000401923	0.030214799	0.00159402	0.002076186	0.018761726	0.018355063	0.005124169	0.014858417	0.007515335	0.000548028	0.012238071	0.000936278	0.005261993	0.00267346	0.013873002	0.000839801	0.003324066	0.005348283	0.006825452	0.000529669	0.000102415	0.030640964	0.000151007	0.000711456	0.003507378	0.003201441	0.000977625	0.022891927	0.024272456	0.000822913	0.007046515	0.001022731	0.002733166	0.010934298	0.162483006	0.119766635	0.031473833	0.018451996	0.015862127	0.015170177	0.026182065	0.003176379	0.021779945	0.053464659	0.794562724	0.122396044
SD44	0.006134901	0.000460777	0.030039174	0.002913921	0.002923876	0.000412801	0.005140349	4.65E-05	0.022491753	0.004795215	0.000179339	0.010140414	0.00315712	0.002755742	0.069869385	0.000414215	0.008741873	0.007414372	0.00017526	0.006221388	0.000750265	0.001165623	0.001690042	0.001250424	0.020242915	0.004151509	0.009264116	0.003594181	0.001725344	0.000766312	0.002546322	0.00051305	0.000578705	0.003481638	0.018635879	0.000703377	0.001000535	0.010684197	0.011902855	7.59E-05	4.14E-05	0.019816787	0.000150564	0.002277994	0.002597508	0.001093441	0.00014741	0.00022019	0.004904385	NA	0.000448593	NA	NA	0.005071703	0.081896969	0.043641371	0.041814479	0.012617419	0.018183509	0.032760686	0.043627136	0.000730757	0.032822373	0.048267916	0.460974735	0.00286134
Sg18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sg1533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T8	0.003988459	0.000837278	0.048094466	0.017093195	0.02190364	0.0013376	0.022314867	4.24E-05	0.009993733	0.007133633	0.023290625	0.038115634	0.010541022	0.007278276	0.106364914	0.001111507	0.032920254	0.008950803	0.000164226	0.00397543	0.001254122	0.100567476	0.000787503	0.002347061	0.021141649	0.015968113	0.014901466	0.015006398	0.008755761	0.000913812	0.038421695	0.001111117	0.005867965	0.003271405	0.067113353	0.001161204	0.004190601	0.007852793	0.017022668	0.000777751	0.000176864	0.027686957	0.000244895	0.003127152	0.003381877	0.002342926	0.001337834	0.002271931	0.023482703	0.003206105	0.009685098	0.001582573	0.005549265	0.013265919	0.222103184	0.130548792	0.015963193	0.008823875	0.012389078	0.014973849	0.068318187	0.000561519	0.078274014	0.050055439	0.855764397	0.04504633
T232	0.006363243	NA	0.020963693	0.005202246	0.011506138	0.002883992	0.010361086	5.65E-06	0.010089965	0.003540356	0.001685157	0.015142004	0.005013896	0.001886476	0.062600963	0.001119192	0.00706103	0.005476189	0.001741609	0.005237719	0.000126864	0.007314452	0.000844791	0.00162123	0.019193858	0.004677322	0.004369966	0.002265236	0.001714222	0.002264397	0.007022811	0.001422962	0.001294497	0.0013006	0.031046945	0.000464124	0.000641336	0.003355515	0.009237775	0.000659263	5.07E-05	0.011201528	0.000467099	NA	0.002512784	0.002904284	0.000773998	0.0002165	0.007379677	2.00E-05	0.002539408	NA	NA	0.001985953	0.174070613	0.182307653	0.011466776	0.010859683	0.003914537	0.029529012	0.013628028	0.011005385	0.096940639	0.055342614	0.71850692	0.008484734
T234	0.015948512	0.000149129	0.020201384	0.004969547	0.005841586	0.001251768	0.006558384	4.11E-05	0.021435672	0.003222474	0.004298771	0.029472025	0.008911509	0.003373987	0.084358843	0.000755364	0.018385063	0.006684044	0.003764901	0.01528556	0.000993482	0.017913901	0.003364208	NA	0.019305019	0.005719838	0.002403364	0.003837082	0.001995398	0.001693655	0.026934445	0.00095461	0.000561374	0.003877298	0.019073808	0.000298136	0.000140634	0.004967714	0.010796954	0.000175043	0.000221249	0.017722966	0.000634044	0.000789774	0.003540779	0.000616441	0.000729205	4.78E-05	0.023338108	2.34E-05	0.002818297	NA	NA	0.030628754	0.246147508	0.101138554	0.026591217	0.019032638	0.013783625	0.020008671	0.020269703	0.00434675	0.118105634	0.075790076	1.203749101	0.003035916
Tx303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tx601	0.011745559	0.000140616	0.015310991	0.008734758	0.004379644	0.000535917	0.004391679	1.00E-05	0.004808344	0.004601681	0.009598606	0.011842815	0.003432129	0.00135347	0.063912379	0.001834626	0.007972658	0.005818105	0.003965052	0.003955897	0.001045981	0.051765991	0.001567848	0.00156399	0.01984127	0.004092597	0.00118009	0.008612799	0.004333233	0.004584925	0.015190817	0.001199264	0.000976364	0.001124062	0.025961969	0.000147929	0.000674863	0.000861602	0.008376367	0.000197449	0.000229983	0.009085434	0.000312499	0.002110733	0.004922702	0.002181271	0.012090821	0.001822016	0.030072474	0.000623558	0.019459097	0.000354764	0.001474968	0.021449022	0.148772742	0.075030056	0.007761005	0.007167238	0.003131726	0.033392815	0.01040931	0.020545383	0.058378312	0.041821151	0.787255978	0.008323245
