TF_ID	Gene_ID_V3	Family	Gene_ID_V4
GRMZM2G137510_P03	GRMZM2G137510	MIKC_MADS	Zm00001d023736
GRMZM2G139073_P01	GRMZM2G139073	MIKC_MADS	Zm00001d036425
GRMZM2G147716_P01	GRMZM2G147716	MIKC_MADS	Zm00001d022088
GRMZM2G148220_P01	GRMZM2G148220	MIKC_MADS	Zm00001d031591
GRMZM2G148220_P02	GRMZM2G148220	MIKC_MADS	Zm00001d031591
GRMZM2G148693_P01	GRMZM2G148693	MIKC_MADS	Zm00001d007949
GRMZM2G148693_P02	GRMZM2G148693	MIKC_MADS	Zm00001d007949
GRMZM2G152862_P01	GRMZM2G152862	MIKC_MADS	Zm00001d010232
GRMZM2G152862_P02	GRMZM2G152862	MIKC_MADS	Zm00001d010232
GRMZM2G159397_P01	GRMZM2G159397	MIKC_MADS	Zm00001d031620
GRMZM2G160565_P01	GRMZM2G160565	MIKC_MADS	Zm00001d017614
GRMZM2G160687_P01	GRMZM2G160687	MIKC_MADS	Zm00001d041781
GRMZM2G160687_P02	GRMZM2G160687	MIKC_MADS	Zm00001d041781
GRMZM2G160687_P03	GRMZM2G160687	MIKC_MADS	Zm00001d041781
GRMZM2G161666_P01	GRMZM2G161666	MIKC_MADS	NA
GRMZM2G171365_P01	GRMZM2G171365	MIKC_MADS	Zm00001d048474
GRMZM2G171365_P03	GRMZM2G171365	MIKC_MADS	Zm00001d048474
GRMZM2G171365_P04	GRMZM2G171365	MIKC_MADS	Zm00001d048474
GRMZM2G334225_P01	GRMZM2G334225	MIKC_MADS	Zm00001d037212
GRMZM2G359952_P01	GRMZM2G359952	MIKC_MADS	Zm00001d008882
GRMZM2G359952_P02	GRMZM2G359952	MIKC_MADS	Zm00001d008882
GRMZM2G370777_P01	GRMZM2G370777	MIKC_MADS	Zm00001d052180
GRMZM2G370777_P02	GRMZM2G370777	MIKC_MADS	Zm00001d052180
GRMZM2G370777_P03	GRMZM2G370777	MIKC_MADS	Zm00001d052180
GRMZM2G553379_P02	GRMZM2G553379	MIKC_MADS	Zm00001d013259
GRMZM2G553379_P03	GRMZM2G553379	MIKC_MADS	Zm00001d013259
GRMZM2G553379_P04	GRMZM2G553379	MIKC_MADS	Zm00001d013259
GRMZM2G553379_P05	GRMZM2G553379	MIKC_MADS	Zm00001d013259
GRMZM2G553379_P06	GRMZM2G553379	MIKC_MADS	Zm00001d013259
GRMZM2G553379_P07	GRMZM2G553379	MIKC_MADS	Zm00001d013259
GRMZM2G553379_P08	GRMZM2G553379	MIKC_MADS	Zm00001d013259
GRMZM5G805387_P01	GRMZM5G805387	MIKC_MADS	Zm00001d010233
GRMZM5G805387_P02	GRMZM5G805387	MIKC_MADS	Zm00001d010233
GRMZM5G805387_P03	GRMZM5G805387	MIKC_MADS	Zm00001d010233
GRMZM5G814279_P01	GRMZM5G814279	MIKC_MADS	Zm00001d044899
GRMZM5G814279_P02	GRMZM5G814279	MIKC_MADS	Zm00001d044899
AC212823.4_FGP003	AC212823.4_FG003	M-type_MADS	Zm00001d016650
AC234185.1_FGP006	AC234185.1_FG006	M-type_MADS	Zm00001d009628
GRMZM2G032905_P01	GRMZM2G032905	M-type_MADS	Zm00001d003409
GRMZM2G035092_P01	GRMZM2G035092	M-type_MADS	Zm00001d042550
GRMZM2G038878_P01	GRMZM2G038878	M-type_MADS	Zm00001d037126
GRMZM2G044408_P01	GRMZM2G044408	M-type_MADS	NA
GRMZM2G052045_P01	GRMZM2G052045	M-type_MADS	Zm00001d032218
GRMZM2G055782_P01	GRMZM2G055782	M-type_MADS	NA
GRMZM2G072582_P03	GRMZM2G072582	M-type_MADS	Zm00001d018667
GRMZM2G073357_P01	GRMZM2G073357	M-type_MADS	Zm00001d038015
GRMZM2G098986_P01	GRMZM2G098986	M-type_MADS	Zm00001d031625
GRMZM2G099408_P01	GRMZM2G099408	M-type_MADS	Zm00001d048894
GRMZM2G099577_P01	GRMZM2G099577	M-type_MADS	Zm00001d046053
GRMZM2G105387_P01	GRMZM2G105387	M-type_MADS	Zm00001d049692
GRMZM2G110582_P03	GRMZM2G110582	M-type_MADS	Zm00001d046323
GRMZM2G110582_P04	GRMZM2G110582	M-type_MADS	Zm00001d046323
GRMZM2G130382_P01	GRMZM2G130382	M-type_MADS	Zm00001d015381
GRMZM2G137289_P01	GRMZM2G137289	M-type_MADS	Zm00001d041587
GRMZM2G147716_P02	GRMZM2G147716	M-type_MADS	Zm00001d022088
GRMZM2G152415_P01	GRMZM2G152415	M-type_MADS	Zm00001d044850
GRMZM2G152862_P03	GRMZM2G152862	M-type_MADS	Zm00001d010232
GRMZM2G152862_P04	GRMZM2G152862	M-type_MADS	Zm00001d010232
GRMZM2G171365_P02	GRMZM2G171365	M-type_MADS	Zm00001d048474
GRMZM2G171650_P01	GRMZM2G171650	M-type_MADS	Zm00001d042315
GRMZM2G171650_P02	GRMZM2G171650	M-type_MADS	Zm00001d042315
GRMZM2G171650_P03	GRMZM2G171650	M-type_MADS	Zm00001d042315
GRMZM2G171650_P04	GRMZM2G171650	M-type_MADS	Zm00001d042315
GRMZM2G171650_P05	GRMZM2G171650	M-type_MADS	Zm00001d042315
GRMZM2G306610_P01	GRMZM2G306610	M-type_MADS	Zm00001d009198
GRMZM2G316366_P01	GRMZM2G316366	M-type_MADS	NA
GRMZM2G320549_P01	GRMZM2G320549	M-type_MADS	Zm00001d039913
GRMZM2G320549_P02	GRMZM2G320549	M-type_MADS	Zm00001d039913
GRMZM2G334225_P02	GRMZM2G334225	M-type_MADS	Zm00001d037212
GRMZM2G337892_P01	GRMZM2G337892	M-type_MADS	Zm00001d006668
GRMZM2G375707_P01	GRMZM2G375707	M-type_MADS	Zm00001d011323
GRMZM2G441115_P01	GRMZM2G441115	M-type_MADS	Zm00001d048697
GRMZM2G446426_P01	GRMZM2G446426	M-type_MADS	Zm00001d052648
GRMZM2G459864_P01	GRMZM2G459864	M-type_MADS	Zm00001d024389
GRMZM2G472096_P01	GRMZM2G472096	M-type_MADS	Zm00001d019214
GRMZM2G472100_P01	GRMZM2G472100	M-type_MADS	Zm00001d019213
GRMZM2G531231_P01	GRMZM2G531231	M-type_MADS	NA
GRMZM2G553379_P01	GRMZM2G553379	M-type_MADS	Zm00001d013259
GRMZM5G839969_P01	GRMZM5G839969	M-type_MADS	Zm00001d016791
GRMZM5G853066_P01	GRMZM5G853066	M-type_MADS	Zm00001d013792
GRMZM5G878490_P01	GRMZM5G878490	M-type_MADS	Zm00001d007891
GRMZM5G891280_P01	GRMZM5G891280	M-type_MADS	Zm00001d039080
GRMZM2G004619_P01	GRMZM2G004619	GRF	Zm00001d006348
GRMZM2G018414_P01	GRMZM2G018414	GRF	Zm00001d033396
GRMZM2G018414_P02	GRMZM2G018414	GRF	Zm00001d033396
GRMZM2G034876_P01	GRMZM2G034876	GRF	Zm00001d017742
GRMZM2G034876_P02	GRMZM2G034876	GRF	Zm00001d017742
GRMZM2G034876_P03	GRMZM2G034876	GRF	Zm00001d017742
GRMZM2G041223_P01	GRMZM2G041223	GRF	Zm00001d002429
GRMZM2G045977_P01	GRMZM2G045977	GRF	Zm00001d017602
GRMZM2G067743_P02	GRMZM2G067743	GRF	Zm00001d000238
GRMZM2G067743_P03	GRMZM2G067743	GRF	Zm00001d000238
GRMZM2G096709_P01	GRMZM2G096709	GRF	Zm00001d021362
GRMZM2G098594_P01	GRMZM2G098594	GRF	Zm00001d035965
GRMZM2G098594_P02	GRMZM2G098594	GRF	Zm00001d035965
GRMZM2G098594_P06	GRMZM2G098594	GRF	Zm00001d035965
GRMZM2G099862_P01	GRMZM2G099862	GRF	Zm00001d007465
GRMZM2G099862_P02	GRMZM2G099862	GRF	Zm00001d007465
GRMZM2G099862_P03	GRMZM2G099862	GRF	Zm00001d007465
GRMZM2G099862_P04	GRMZM2G099862	GRF	Zm00001d007465
GRMZM2G105335_P01	GRMZM2G105335	GRF	Zm00001d052112
GRMZM2G105335_P02	GRMZM2G105335	GRF	Zm00001d052112
GRMZM2G124566_P01	GRMZM2G124566	GRF	Zm00001d051456
GRMZM2G124566_P02	GRMZM2G124566	GRF	Zm00001d051456
GRMZM2G129147_P01	GRMZM2G129147	GRF	Zm00001d026240
GRMZM2G178261_P01	GRMZM2G178261	GRF	Zm00001d033876
GRMZM2G178261_P02	GRMZM2G178261	GRF	Zm00001d033876
GRMZM2G178261_P03	GRMZM2G178261	GRF	Zm00001d033876
GRMZM2G178261_P04	GRMZM2G178261	GRF	Zm00001d033876
GRMZM5G850129_P01	GRMZM5G850129	GRF	Zm00001d037117
GRMZM5G850129_P02	GRMZM5G850129	GRF	Zm00001d037117
GRMZM5G850129_P03	GRMZM5G850129	GRF	Zm00001d037117
GRMZM5G850129_P04	GRMZM5G850129	GRF	Zm00001d037117
GRMZM5G853392_P03	GRMZM5G853392	GRF	Zm00001d013346
GRMZM2G001777_P01	GRMZM2G001777	HB-other	Zm00001d007675
GRMZM2G008286_P01	GRMZM2G008286	HB-other	Zm00001d009802
GRMZM2G021475_P01	GRMZM2G021475	HB-other	NA
GRMZM2G023291_P01	GRMZM2G023291	HB-other	NA
GRMZM2G033138_P01	GRMZM2G033138	HB-other	Zm00001d015265
GRMZM2G033138_P02	GRMZM2G033138	HB-other	Zm00001d015265
GRMZM2G060541_P01	GRMZM2G060541	HB-other	NA
GRMZM2G064466_P02	GRMZM2G064466	HB-other	Zm00001d029736
GRMZM2G106613_P01	GRMZM2G106613	HB-other	Zm00001d042212
GRMZM2G106613_P02	GRMZM2G106613	HB-other	Zm00001d042212
GRMZM2G111204_P01	GRMZM2G111204	HB-other	Zm00001d005584
GRMZM2G111964_P01	GRMZM2G111964	HB-other	Zm00001d008942
GRMZM2G122750_P01	GRMZM2G122750	HB-other	Zm00001d039002
GRMZM2G125294_P01	GRMZM2G125294	HB-other	Zm00001d009562
GRMZM2G126170_P02	GRMZM2G126170	HB-other	Zm00001d020046
GRMZM2G126170_P03	GRMZM2G126170	HB-other	Zm00001d020046
GRMZM2G136369_P01	GRMZM2G136369	HB-other	Zm00001d010758
GRMZM2G151266_P01	GRMZM2G151266	HB-other	NA
GRMZM2G154641_P02	GRMZM2G154641	HB-other	Zm00001d042864
GRMZM2G159357_P01	GRMZM2G159357	HB-other	Zm00001d043915
GRMZM2G163641_P01	GRMZM2G163641	HB-other	Zm00001d046405
GRMZM2G318412_P01	GRMZM2G318412	HB-other	Zm00001d007525
GRMZM2G327059_P01	GRMZM2G327059	HB-other	Zm00001d027435
GRMZM2G333565_P01	GRMZM2G333565	HB-other	Zm00001d018285
GRMZM2G339848_P01	GRMZM2G339848	HB-other	Zm00001d048734
GRMZM2G351018_P01	GRMZM2G351018	HB-other	Zm00001d012751
GRMZM2G381748_P01	GRMZM2G381748	HB-other	Zm00001d037895
GRMZM2G426140_P01	GRMZM2G426140	HB-other	Zm00001d015671
GRMZM2G069028_P03	GRMZM2G069028	WOX	Zm00001d004889
GRMZM2G069028_P01	GRMZM2G069028	WOX	Zm00001d004889
GRMZM2G122537_P02	GRMZM2G122537	WOX	Zm00001d035535
GRMZM2G140083_P01	GRMZM2G140083	WOX	Zm00001d010998
GRMZM2G047448_P01	GRMZM2G047448	WOX	Zm00001d001948
GRMZM2G028622_P01	GRMZM2G028622	WOX	Zm00001d026537
GRMZM2G478396_P01	GRMZM2G478396	WOX	Zm00001d012330
GRMZM2G116063_P01	GRMZM2G116063	WOX	Zm00001d042821
GRMZM2G133972_P02	GRMZM2G133972	WOX	Zm00001d011537
GRMZM2G133972_P01	GRMZM2G133972	WOX	Zm00001d011537
GRMZM2G108933_P01	GRMZM2G108933	WOX	Zm00001d042920
GRMZM2G031882_P01	GRMZM2G031882	WOX	Zm00001d043937
GRMZM2G031882_P02	GRMZM2G031882	WOX	Zm00001d043937
GRMZM2G314064_P01	GRMZM2G314064	WOX	Zm00001d028986
GRMZM2G162481_P01	GRMZM2G162481	WOX	Zm00001d047559
GRMZM2G162481_P02	GRMZM2G162481	WOX	Zm00001d047559
GRMZM2G409881_P02	GRMZM2G409881	WOX	Zm00001d039017
GRMZM2G010929_P02	GRMZM2G010929	WOX	Zm00001d008612
GRMZM2G409881_P01	GRMZM2G409881	WOX	Zm00001d039017
GRMZM2G170958_P01	GRMZM2G170958	WOX	Zm00001d024410
GRMZM5G805026_P01	GRMZM5G805026	WOX	Zm00001d012516
GRMZM5G805026_P02	GRMZM5G805026	WOX	Zm00001d012516
GRMZM2G038252_P01	GRMZM2G038252	WOX	NA
GRMZM2G069274_P02	GRMZM2G069274	WOX	NA
GRMZM2G038252_P02	GRMZM2G038252	WOX	NA
GRMZM2G069274_P01	GRMZM2G069274	WOX	NA
GRMZM2G339751_P01	GRMZM2G339751	WOX	NA
GRMZM2G069028_P02	GRMZM2G069028	WOX	Zm00001d004889
GRMZM2G122537_P01	GRMZM2G122537	WOX	Zm00001d035535
GRMZM2G419252_P01	GRMZM2G419252	WOX	Zm00001d050487
GRMZM2G011588_P01	GRMZM2G011588	TALE	Zm00001d033378
GRMZM2G011588_P03	GRMZM2G011588	TALE	Zm00001d033378
GRMZM2G099319_P01	GRMZM2G099319	TALE	Zm00001d031182
GRMZM2G396114_P01	GRMZM2G396114	TALE	Zm00001d033898
GRMZM2G458728_P02	GRMZM2G458728	TALE	Zm00001d053151
GRMZM2G458728_P03	GRMZM2G458728	TALE	Zm00001d053151
GRMZM2G458728_P04	GRMZM2G458728	TALE	Zm00001d053151
GRMZM2G458728_P05	GRMZM2G458728	TALE	Zm00001d053151
GRMZM2G458728_P06	GRMZM2G458728	TALE	Zm00001d053151
GRMZM2G458728_P07	GRMZM2G458728	TALE	Zm00001d053151
GRMZM2G148098_P01	GRMZM2G148098	TALE	Zm00001d013547
GRMZM2G004641_P01	GRMZM2G004641	TALE	Zm00001d027802
GRMZM2G004641_P02	GRMZM2G004641	TALE	Zm00001d027802
GRMZM2G004641_P03	GRMZM2G004641	TALE	Zm00001d027802
GRMZM2G004641_P04	GRMZM2G004641	TALE	Zm00001d027802
GRMZM2G013617_P01	GRMZM2G013617	TALE	Zm00001d035907
GRMZM2G125976_P01	GRMZM2G125976	TALE	Zm00001d038355
GRMZM2G154641_P01	GRMZM2G154641	TALE	Zm00001d042864
GRMZM2G064466_P01	GRMZM2G064466	TALE	Zm00001d029736
GRMZM2G074645_P01	GRMZM2G074645	TALE	Zm00001d010060
GRMZM2G327059_P02	GRMZM2G327059	TALE	Zm00001d027435
GRMZM2G327059_P05	GRMZM2G327059	TALE	Zm00001d027435
GRMZM2G458728_P01	GRMZM2G458728	TALE	Zm00001d053151
GRMZM2G004641_P07	GRMZM2G004641	TALE	Zm00001d027802
GRMZM2G396114_P02	GRMZM2G396114	TALE	Zm00001d033898
GRMZM2G163761_P01	GRMZM2G163761	TALE	Zm00001d033379
GRMZM2G013617_P02	GRMZM2G013617	TALE	Zm00001d035907
GRMZM2G161435_P01	GRMZM2G161435	TALE	Zm00001d016298
GRMZM2G161435_P02	GRMZM2G161435	TALE	Zm00001d016298
GRMZM2G161435_P03	GRMZM2G161435	TALE	Zm00001d016298
GRMZM2G076272_P04	GRMZM2G076272	TALE	Zm00001d046223
GRMZM2G076272_P01	GRMZM2G076272	TALE	Zm00001d046223
GRMZM2G041127_P02	GRMZM2G041127	HD-ZIP	Zm00001d005951
GRMZM2G056600_P01	GRMZM2G056600	HD-ZIP	Zm00001d020804
GRMZM2G122076_P02	GRMZM2G122076	HD-ZIP	Zm00001d050310
GRMZM2G021339_P02	GRMZM2G021339	HD-ZIP	Zm00001d051749
GRMZM2G021339_P03	GRMZM2G021339	HD-ZIP	Zm00001d051749
GRMZM2G041127_P01	GRMZM2G041127	HD-ZIP	Zm00001d005951
GRMZM2G041127_P03	GRMZM2G041127	HD-ZIP	Zm00001d005951
GRMZM2G041127_P04	GRMZM2G041127	HD-ZIP	Zm00001d005951
GRMZM2G021339_P01	GRMZM2G021339	HD-ZIP	Zm00001d051749
GRMZM2G122076_P01	GRMZM2G122076	HD-ZIP	Zm00001d050310
GRMZM2G003304_P01	GRMZM2G003304	HD-ZIP	Zm00001d032316
GRMZM2G044752_P03	GRMZM2G044752	HD-ZIP	Zm00001d002754
GRMZM2G044752_P01	GRMZM2G044752	HD-ZIP	Zm00001d002754
GRMZM5G803812_P01	GRMZM5G803812	HD-ZIP	Zm00001d014201
GRMZM2G097349_P01	GRMZM2G097349	HD-ZIP	Zm00001d033005
GRMZM2G142962_P03	GRMZM2G142962	HD-ZIP	Zm00001d031745
GRMZM2G139963_P01	GRMZM2G139963	HD-ZIP	Zm00001d027852
GRMZM2G142962_P02	GRMZM2G142962	HD-ZIP	Zm00001d031745
GRMZM2G127537_P01	GRMZM2G127537	HD-ZIP	Zm00001d020670
GRMZM2G148074_P01	GRMZM2G148074	HD-ZIP	Zm00001d029934
GRMZM2G106276_P01	GRMZM2G106276	HD-ZIP	Zm00001d045400
GRMZM2G131476_P01	GRMZM2G131476	HD-ZIP	Zm00001d030191
GRMZM2G119999_P02	GRMZM2G119999	HD-ZIP	Zm00001d030532
GRMZM2G134260_P01	GRMZM2G134260	HD-ZIP	Zm00001d045398
GRMZM2G119999_P01	GRMZM2G119999	HD-ZIP	Zm00001d030532
GRMZM2G178741_P02	GRMZM2G178741	HD-ZIP	Zm00001d048312
GRMZM2G126808_P03	GRMZM2G126808	HD-ZIP	Zm00001d028304
GRMZM2G132367_P01	GRMZM2G132367	HD-ZIP	Zm00001d027991
GRMZM2G132367_P02	GRMZM2G132367	HD-ZIP	Zm00001d027991
GRMZM2G351330_P01	GRMZM2G351330	HD-ZIP	Zm00001d002799
GRMZM2G041462_P01	GRMZM2G041462	HD-ZIP	Zm00001d021268
GRMZM2G068672_P01	GRMZM2G068672	HD-ZIP	Zm00001d036118
GRMZM2G105834_P01	GRMZM2G105834	HD-ZIP	Zm00001d047995
GRMZM2G047715_P01	GRMZM2G047715	HD-ZIP	Zm00001d050834
GRMZM2G117164_P01	GRMZM2G117164	HD-ZIP	Zm00001d017422
GRMZM2G396527_P01	GRMZM2G396527	HD-ZIP	Zm00001d025964
GRMZM2G126239_P01	GRMZM2G126239	HD-ZIP	Zm00001d044081
GRMZM2G178741_P01	GRMZM2G178741	HD-ZIP	Zm00001d048312
GRMZM2G034113_P01	GRMZM2G034113	HD-ZIP	Zm00001d006195
GRMZM2G366130_P01	GRMZM2G366130	HD-ZIP	Zm00001d005875
AC233899.1_FGP004	AC233899.1_FG004	HD-ZIP	Zm00001d048227
GRMZM2G126808_P04	GRMZM2G126808	HD-ZIP	Zm00001d028304
GRMZM2G126808_P02	GRMZM2G126808	HD-ZIP	Zm00001d028304
GRMZM2G062244_P01	GRMZM2G062244	HD-ZIP	Zm00001d006687
GRMZM2G307397_P01	GRMZM2G307397	HD-ZIP	Zm00001d014630
GRMZM2G005624_P01	GRMZM2G005624	HD-ZIP	Zm00001d028129
GRMZM2G002915_P02	GRMZM2G002915	HD-ZIP	Zm00001d005692
GRMZM2G002915_P01	GRMZM2G002915	HD-ZIP	Zm00001d005692
GRMZM2G477415_P01	GRMZM2G477415	HD-ZIP	Zm00001d014628
GRMZM2G166041_P01	GRMZM2G166041	HD-ZIP	Zm00001d000303
GRMZM2G307400_P01	GRMZM2G307400	HD-ZIP	Zm00001d014629
GRMZM5G830671_P01	GRMZM5G830671	HD-ZIP	Zm00001d036510
GRMZM2G131476_P02	GRMZM2G131476	HD-ZIP	Zm00001d030191
GRMZM2G134260_P02	GRMZM2G134260	HD-ZIP	Zm00001d045398
GRMZM2G044752_P05	GRMZM2G044752	HD-ZIP	Zm00001d002754
GRMZM2G142962_P01	GRMZM2G142962	HD-ZIP	Zm00001d031745
GRMZM2G104204_P01	GRMZM2G104204	HD-ZIP	Zm00001d021934
GRMZM2G135447_P01	GRMZM2G135447	TALE	Zm00001d034212
GRMZM2G017087_P03	GRMZM2G017087	TALE	Zm00001d033859
GRMZM2G061101_P02	GRMZM2G061101	TALE	Zm00001d033404
GRMZM2G028041_P01	GRMZM2G028041	TALE	Zm00001d018742
GRMZM2G452178_P01	GRMZM2G452178	TALE	Zm00001d007842
GRMZM2G017087_P01	GRMZM2G017087	TALE	Zm00001d033859
GRMZM2G061101_P01	GRMZM2G061101	TALE	Zm00001d033404
GRMZM2G017087_P02	GRMZM2G017087	TALE	Zm00001d033859
GRMZM2G002225_P01	GRMZM2G002225	TALE	NA
GRMZM2G087741_P01	GRMZM2G087741	TALE	Zm00001d040611
GRMZM2G094241_P01	GRMZM2G094241	TALE	Zm00001d010948
GRMZM5G832409_P01	GRMZM5G832409	TALE	Zm00001d035439
GRMZM2G055243_P01	GRMZM2G055243	TALE	Zm00001d046568
GRMZM2G370332_P01	GRMZM2G370332	TALE	Zm00001d015549
GRMZM2G370332_P02	GRMZM2G370332	TALE	Zm00001d015549
GRMZM2G433591_P02	GRMZM2G433591	TALE	Zm00001d053749
GRMZM2G433591_P01	GRMZM2G433591	TALE	Zm00001d053749
GRMZM2G060507_P01	GRMZM2G060507	TALE	Zm00001d048471
GRMZM2G159431_P02	GRMZM2G159431	TALE	Zm00001d027431
GRMZM2G159431_P01	GRMZM2G159431	TALE	Zm00001d027431
GRMZM2G122897_P01	GRMZM2G122897	HD-ZIP	Zm00001d026351
GRMZM2G130442_P02	GRMZM2G130442	HD-ZIP	Zm00001d049443
GRMZM2G130442_P01	GRMZM2G130442	HD-ZIP	Zm00001d049443
GRMZM2G004957_P01	GRMZM2G004957	HD-ZIP	Zm00001d024701
GRMZM2G004957_P02	GRMZM2G004957	HD-ZIP	Zm00001d024701
GRMZM2G001289_P02	GRMZM2G001289	HD-ZIP	Zm00001d002234
GRMZM2G001289_P01	GRMZM2G001289	HD-ZIP	Zm00001d002234
GRMZM2G026643_P01	GRMZM2G026643	HD-ZIP	Zm00001d040090
GRMZM2G026643_P02	GRMZM2G026643	HD-ZIP	Zm00001d040090
GRMZM2G118063_P03	GRMZM2G118063	HD-ZIP	Zm00001d000247
GRMZM2G118063_P01	GRMZM2G118063	HD-ZIP	Zm00001d000247
GRMZM2G118063_P02	GRMZM2G118063	HD-ZIP	Zm00001d000247
GRMZM2G116658_P01	GRMZM2G116658	HD-ZIP	Zm00001d021236
AC187157.4_FGP005	AC187157.4_FG005	HD-ZIP	Zm00001d008869
GRMZM2G126646_P01	GRMZM2G126646	HD-ZIP	Zm00001d052133
GRMZM2G003509_P01	GRMZM2G003509	HD-ZIP	Zm00001d031061
GRMZM2G145690_P02	GRMZM2G145690	HD-ZIP	Zm00001d018225
GRMZM2G145690_P01	GRMZM2G145690	HD-ZIP	Zm00001d018225
GRMZM2G042250_P04	GRMZM2G042250	HD-ZIP	Zm00001d027317
GRMZM2G042250_P01	GRMZM2G042250	HD-ZIP	Zm00001d027317
GRMZM2G042250_P02	GRMZM2G042250	HD-ZIP	Zm00001d027317
GRMZM2G042250_P03	GRMZM2G042250	HD-ZIP	Zm00001d027317
GRMZM2G178102_P01	GRMZM2G178102	HD-ZIP	Zm00001d041489
GRMZM2G109987_P04	GRMZM2G109987	HD-ZIP	Zm00001d048527
GRMZM2G109987_P01	GRMZM2G109987	HD-ZIP	Zm00001d048527
GRMZM2G109987_P03	GRMZM2G109987	HD-ZIP	Zm00001d048527
GRMZM2G109987_P02	GRMZM2G109987	HD-ZIP	Zm00001d048527
GRMZM2G109987_P05	GRMZM2G109987	HD-ZIP	Zm00001d048527
GRMZM2G469551_P02	GRMZM2G469551	HD-ZIP	Zm00001d032681
AC235534.1_FGP007	AC235534.1_FG007	HD-ZIP	Zm00001d026088
GRMZM2G469551_P01	GRMZM2G469551	HD-ZIP	Zm00001d032681
GRMZM2G004334_P01	GRMZM2G004334	HD-ZIP	NA
GRMZM2G123140_P04	GRMZM2G123140	HD-ZIP	Zm00001d030069
GRMZM2G123140_P02	GRMZM2G123140	HD-ZIP	Zm00001d030069
GRMZM2G123140_P05	GRMZM2G123140	HD-ZIP	Zm00001d030069
GRMZM2G123140_P01	GRMZM2G123140	HD-ZIP	Zm00001d030069
GRMZM2G123140_P03	GRMZM2G123140	HD-ZIP	Zm00001d030069
GRMZM2G438260_P01	GRMZM2G438260	HD-ZIP	Zm00001d004230
GRMZM2G060444_P01	GRMZM2G060444	HD-ZIP	Zm00001d004234
GRMZM2G386276_P01	GRMZM2G386276	HD-ZIP	Zm00001d043231
GRMZM2G474656_P01	GRMZM2G474656	HB-PHD	Zm00001d038811
GRMZM2G094935_P01	GRMZM2G094935	HB-PHD	Zm00001d038812
GRMZM2G314546_P01	GRMZM2G314546	HB-PHD	Zm00001d043452
GRMZM2G033138_P03	GRMZM2G033138	HB-PHD	Zm00001d015265
AC149475.2_FGP005	AC149475.2_FG005	C2H2	Zm00001d048404
AC149818.2_FGP008	AC149818.2_FG008	C2H2	Zm00001d048400
AC183950.2_FGP002	AC183950.2_FG002	C2H2	Zm00001d012094
AC185108.3_FGP011	AC185108.3_FG011	C2H2	Zm00001d022002
AC185655.3_FGP004	AC185655.3_FG004	C2H2	Zm00001d003341
AC185655.3_FGP005	AC185655.3_FG005	C2H2	Zm00001d003342
AC194972.2_FGP001	AC194972.2_FG001	C2H2	Zm00001d044014
AC198081.2_FGP005	AC198081.2_FG005	C2H2	Zm00001d020427
AC198506.3_FGP001	AC198506.3_FG001	C2H2	Zm00001d025666
AC201740.3_FGP003	AC201740.3_FG003	C2H2	NA
AC206217.2_FGP006	AC206217.2_FG006	C2H2	Zm00001d038379
AC208434.3_FGP001	AC208434.3_FG001	C3H	Zm00001d031931
AC211702.2_FGP002	AC211702.2_FG002	C2H2	Zm00001d006735
AC211756.4_FGP001	AC211756.4_FG001	C2H2	Zm00001d004995
AC211891.4_FGP001	AC211891.4_FG001	C2H2	Zm00001d004994
AC215290.3_FGP002	AC215290.3_FG002	C2H2	Zm00001d003335
AC233871.1_FGP008	AC233871.1_FG008	C3H	NA
AC233952.1_FGP008	AC233952.1_FG008	C2H2	Zm00001d006768
AC234522.1_FGP009	AC234522.1_FG009	C2H2	Zm00001d014345
AF546187.1_FGP012	AF546187.1_FG012	C2H2	Zm00001d030858
GRMZM2G000103_P01	GRMZM2G000103	C2H2	Zm00001d043884
GRMZM2G000126_P01	GRMZM2G000126	C2H2	Zm00001d018605
GRMZM2G000836_P01	GRMZM2G000836	C2H2	Zm00001d038297
GRMZM2G001205_P01	GRMZM2G001205	C2H2	Zm00001d035609
GRMZM2G002606_P01	GRMZM2G002606	LSD	NA
GRMZM2G002805_P01	GRMZM2G002805	C2H2	Zm00001d012968
GRMZM2G003234_P01	GRMZM2G003234	C2H2	Zm00001d004822
GRMZM2G003927_P01	GRMZM2G003927	C2H2	Zm00001d020430
GRMZM2G005126_P01	GRMZM2G005126	C3H	Zm00001d024703
GRMZM2G006282_P01	GRMZM2G006282	C2H2	Zm00001d014917
GRMZM2G006493_P01	GRMZM2G006493	C3H	Zm00001d023636
GRMZM2G006493_P02	GRMZM2G006493	C3H	Zm00001d023636
GRMZM2G006493_P03	GRMZM2G006493	C3H	Zm00001d023636
GRMZM2G006493_P04	GRMZM2G006493	C3H	Zm00001d023636
GRMZM2G006493_P05	GRMZM2G006493	C3H	Zm00001d023636
GRMZM2G006493_P06	GRMZM2G006493	C3H	Zm00001d023636
GRMZM2G010323_P05	GRMZM2G010323	C3H	Zm00001d025450
GRMZM2G011357_P01	GRMZM2G011357	C2H2	Zm00001d032922
GRMZM2G017923_P01	GRMZM2G017923	C3H	Zm00001d018360
GRMZM2G021587_P01	GRMZM2G021587	C2H2	Zm00001d006319
GRMZM2G021834_P01	GRMZM2G021834	C3H	NA
GRMZM2G021834_P02	GRMZM2G021834	C3H	NA
GRMZM2G022213_P01	GRMZM2G022213	C2H2	Zm00001d006682
